sample_idx,image,image_id,obj_id,given_label,given_label_idx,box,occluded,truncated,predicted_label,predicted_label_idx,predicted_confidence,pred_probs,self_confidence,margin,normalized_margin,latency_ms,is_error,reason_code
19,cabc30fc-eb673c5a.jpg,cabc30fc-eb673c5a,3,car,2,"[663, 436, 686, 455]",True,False,traffic light,8,0.8157676458358765,"{'pedestrian': 1.0137621757166926e-05, 'rider': 3.4316001151779574e-09, 'car': 0.001148781506344676, 'truck': 0.00015289925795514137, 'bus': 0.00019622620311565697, 'train': 9.376710181641101e-07, 'motorcycle': 1.2771073443218484e-07, 'bicycle': 3.4794592806974833e-07, 'traffic light': 0.8157676458358765, 'traffic sign': 0.18272292613983154}",0.001148781506344676,0.8146188643295318,0.9985917785386456,66660.10909999977,False,accepted
20,cabc30fc-eb673c5a.jpg,cabc30fc-eb673c5a,4,truck,3,"[547, 384, 602, 479]",True,False,traffic light,8,0.7183942794799805,"{'pedestrian': 0.00014411886513698846, 'rider': 3.299385298305424e-08, 'car': 0.22292202711105347, 'truck': 0.0076761068776249886, 'bus': 0.0031162395607680082, 'train': 5.909786068514222e-06, 'motorcycle': 1.1409148328311858e-06, 'bicycle': 3.401143658265937e-06, 'traffic light': 0.7183942794799805, 'traffic sign': 0.047736749053001404}",0.0076761068776249886,0.7107181726023555,0.989314910910508,65278.367899999925,True,below_class_threshold
21,cabc30fc-eb673c5a.jpg,cabc30fc-eb673c5a,5,car,2,"[435, 369, 586, 513]",False,False,car,2,0.9765428900718689,"{'pedestrian': 6.417273107217625e-05, 'rider': 1.4916535562292665e-08, 'car': 0.9765428900718689, 'truck': 0.01648286171257496, 'bus': 0.0007027555257081985, 'train': 1.037869083120313e-06, 'motorcycle': 8.722780648895423e-07, 'bicycle': 4.035794631818135e-07, 'traffic light': 0.006181981414556503, 'traffic sign': 2.3043145120027475e-05}",0.9765428900718689,0.0,0.0,67787.31289999996,False,accepted
22,cabc30fc-eb673c5a.jpg,cabc30fc-eb673c5a,6,car,2,"[602, 425, 649, 470]",False,False,traffic light,8,0.8780047297477722,"{'pedestrian': 2.4457178369630128e-05, 'rider': 7.95248489282585e-09, 'car': 0.010535523295402527, 'truck': 0.0008399983635172248, 'bus': 0.0009261809173040092, 'train': 2.454801915519056e-06, 'motorcycle': 3.2266515859191713e-07, 'bicycle': 1.0698942105591414e-06, 'traffic light': 0.8780047297477722, 'traffic sign': 0.10966526716947556}",0.010535523295402527,0.8674692064523697,0.9880006075839374,69955.67800000026,False,accepted
23,cabc30fc-eb673c5a.jpg,cabc30fc-eb673c5a,7,car,2,"[702, 428, 733, 453]",False,False,traffic light,8,0.7038991451263428,"{'pedestrian': 4.964547770214267e-06, 'rider': 1.776764069205683e-09, 'car': 0.0005896103102713823, 'truck': 0.00010452079732203856, 'bus': 0.00017102211131714284, 'train': 7.798223577992758e-07, 'motorcycle': 6.075658376403226e-08, 'bicycle': 2.447948759254359e-07, 'traffic light': 0.7038991451263428, 'traffic sign': 0.2952297627925873}",0.0005896103102713823,0.7033095348160714,0.9991623653553868,64105.5750999999,True,below_class_threshold
24,cabc30fc-eb673c5a.jpg,cabc30fc-eb673c5a,8,traffic sign,9,"[923, 362, 959, 397]",False,False,traffic light,8,0.5723773837089539,"{'pedestrian': 4.190316303720465e-06, 'rider': 7.899456644366865e-10, 'car': 0.00021780392853543162, 'truck': 2.822776514221914e-05, 'bus': 6.404993473552167e-05, 'train': 3.137215287551953e-07, 'motorcycle': 2.366061302438993e-08, 'bicycle': 1.0955884022223472e-07, 'traffic light': 0.5723773837089539, 'traffic sign': 0.42730796337127686}",0.42730796337127686,0.145069420337677,0.2534506506837154,68505.93460000027,False,accepted
25,cabc30fc-eb673c5a.jpg,cabc30fc-eb673c5a,9,traffic sign,9,"[948, 435, 969, 449]",False,False,traffic light,8,0.7102037668228149,"{'pedestrian': 8.951717973104678e-06, 'rider': 2.344206162518958e-09, 'car': 0.0007868667598813772, 'truck': 6.083436528570019e-05, 'bus': 0.00025774777168408036, 'train': 6.228122515494761e-07, 'motorcycle': 7.809606472619635e-08, 'bicycle': 3.2576667763350997e-07, 'traffic light': 0.7102037668228149, 'traffic sign': 0.2886807918548584}",0.2886807918548584,0.42152297496795654,0.5935239922109848,70406.32939999978,False,accepted
26,cabc30fc-fd79926f.jpg,cabc30fc-fd79926f,0,car,2,"[630, 439, 653, 456]",True,False,pedestrian,0,0.375768780708313,"{'pedestrian': 0.375768780708313, 'rider': 0.18479615449905396, 'car': 0.08620201051235199, 'truck': 0.006329893134534359, 'bus': 3.875601396430284e-05, 'train': 2.4475803002133034e-06, 'motorcycle': 0.027276625856757164, 'bicycle': 0.0003332870255690068, 'traffic light': 0.31922057271003723, 'traffic sign': 3.153853685944341e-05}",0.08620201051235199,0.289566770195961,0.7705982643106652,65677.31779999986,False,accepted
27,cabc30fc-fd79926f.jpg,cabc30fc-fd79926f,1,car,2,"[607, 439, 626, 458]",True,False,pedestrian,0,0.3867199122905731,"{'pedestrian': 0.3867199122905731, 'rider': 0.1385107934474945, 'car': 0.0721648782491684, 'truck': 0.005176715087145567, 'bus': 3.53018258465454e-05, 'train': 2.1736539110861486e-06, 'motorcycle': 0.019570471718907356, 'bicycle': 0.00027952701202593744, 'traffic light': 0.3775022625923157, 'traffic sign': 3.785866647376679e-05}",0.0721648782491684,0.3145550340414047,0.8133923908346741,64131.13160000012,False,accepted
28,cabc30fc-fd79926f.jpg,cabc30fc-fd79926f,2,truck,3,"[199, 382, 328, 488]",True,False,car,2,0.7172715067863464,"{'pedestrian': 0.04311610758304596, 'rider': 0.0005216277786530554, 'car': 0.7172715067863464, 'truck': 0.23873427510261536, 'bus': 2.19909634324722e-05, 'train': 1.2836263749704813e-06, 'motorcycle': 0.00022446573711931705, 'bicycle': 6.967600711504929e-06, 'traffic light': 0.00010179133096244186, 'traffic sign': 1.474597866035765e-07}",0.23873427510261536,0.4785372316837311,0.6671633086720018,62951.908600000024,False,accepted
29,cabc30fc-fd79926f.jpg,cabc30fc-fd79926f,3,car,2,"[656, 420, 718, 479]",True,False,pedestrian,0,0.310059130191803,"{'pedestrian': 0.310059130191803, 'rider': 0.28854256868362427, 'car': 0.2451315075159073, 'truck': 0.01218881644308567, 'bus': 3.243762694182806e-05, 'train': 1.8778461026158766e-06, 'motorcycle': 0.07948394864797592, 'bicycle': 0.00036087000626139343, 'traffic light': 0.06419457495212555, 'traffic sign': 4.284493115846999e-06}",0.2451315075159073,0.06492762267589569,0.20940400186161712,64146.210200000496,False,accepted
30,cabc30fc-fd79926f.jpg,cabc30fc-fd79926f,4,car,2,"[302, 392, 593, 590]",False,False,car,2,0.9997790455818176,"{'pedestrian': 8.14127124613151e-05, 'rider': 3.7296853406587616e-05, 'car': 0.9997790455818176, 'truck': 7.012367132119834e-05, 'bus': 7.152640790764053e-08, 'train': 1.1360331342302743e-08, 'motorcycle': 3.184435990988277e-05, 'bicycle': 5.639027023107701e-08, 'traffic light': 2.2751780193175364e-07, 'traffic sign': 3.7696545884813304e-10}",0.9997790455818176,0.0,0.0,64012.94030000008,False,accepted
31,cabc30fc-fd79926f.jpg,cabc30fc-fd79926f,5,car,2,"[706, 427, 801, 505]",False,False,pedestrian,0,0.48861798644065857,"{'pedestrian': 0.48861798644065857, 'rider': 0.18851739168167114, 'car': 0.20227433741092682, 'truck': 0.008842607960104942, 'bus': 3.3625448850216344e-05, 'train': 1.874144800240174e-06, 'motorcycle': 0.05917554721236229, 'bicycle': 0.00042887128074653447, 'traffic light': 0.052103444933891296, 'traffic sign': 4.357791567599634e-06}",0.20227433741092682,0.28634364902973175,0.5860276473152457,64288.20780000024,False,accepted
32,cabc30fc-fd79926f.jpg,cabc30fc-fd79926f,7,rider,1,"[820, 434, 835, 456]",True,False,pedestrian,0,0.6556895971298218,"{'pedestrian': 0.6556895971298218, 'rider': 0.22196155786514282, 'car': 0.03223685920238495, 'truck': 0.004014657344669104, 'bus': 2.452470471325796e-05, 'train': 1.827173946367111e-06, 'motorcycle': 0.017685342580080032, 'bicycle': 0.00047082765377126634, 'traffic light': 0.06790847331285477, 'traffic sign': 6.289689281402389e-06}",0.22196155786514282,0.43372803926467896,0.6614837892247419,67762.8821999997,True,below_class_threshold
33,cabc30fc-fd79926f.jpg,cabc30fc-fd79926f,12,traffic sign,9,"[863, 415, 876, 439]",False,False,pedestrian,0,0.7495087385177612,"{'pedestrian': 0.7495087385177612, 'rider': 0.17072328925132751, 'car': 0.01761123165488243, 'truck': 0.004423518665134907, 'bus': 2.8959419068996795e-05, 'train': 1.9766384866670705e-06, 'motorcycle': 0.011696642264723778, 'bicycle': 0.000384893937734887, 'traffic light': 0.045615799725055695, 'traffic sign': 5.021347078582039e-06}",5.021347078582039e-06,0.7495037171706826,0.9999933004822752,72210.79310000004,False,accepted
34,cabc30fc-fd79926f.jpg,cabc30fc-fd79926f,13,traffic sign,9,"[861, 384, 876, 409]",False,False,pedestrian,0,0.7022300958633423,"{'pedestrian': 0.7022300958633423, 'rider': 0.2180720716714859, 'car': 0.01591397263109684, 'truck': 0.004009624011814594, 'bus': 2.4879398552002385e-05, 'train': 1.8375795889369329e-06, 'motorcycle': 0.012568067759275436, 'bicycle': 0.00037254576454870403, 'traffic light': 0.04680241271853447, 'traffic sign': 4.560666184261208e-06}",4.560666184261208e-06,0.702225535197158,0.9999935054532537,66714.76849999999,True,below_class_threshold
35,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,0,car,2,"[259, 239, 345, 290]",True,False,traffic light,8,0.822637140750885,"{'pedestrian': 0.0004718966665677726, 'rider': 1.66049616723285e-07, 'car': 0.15762656927108765, 'truck': 0.0008231506799347699, 'bus': 9.926530765369534e-05, 'train': 1.5153295862546656e-06, 'motorcycle': 9.356964255857747e-06, 'bicycle': 3.7985603285051184e-06, 'traffic light': 0.822637140750885, 'traffic sign': 0.018327029421925545}",0.15762656927108765,0.6650105714797974,0.8083887032778394,89048.07170000003,False,accepted
36,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,1,car,2,"[905, 244, 933, 268]",True,False,traffic light,8,0.9839162230491638,"{'pedestrian': 0.0002414154732832685, 'rider': 2.519481654417177e-07, 'car': 0.011881057173013687, 'truck': 0.00013428418606054038, 'bus': 1.076661646948196e-05, 'train': 3.1854034432399203e-07, 'motorcycle': 1.531529414933175e-05, 'bicycle': 1.5938413753247005e-06, 'traffic light': 0.9839162230491638, 'traffic sign': 0.0037987325340509415}",0.011881057173013687,0.9720351658761501,0.9879247268266457,65677.42499999986,False,accepted
37,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,2,car,2,"[926, 247, 966, 274]",True,False,traffic light,8,0.9325566291809082,"{'pedestrian': 0.00023339530162047595, 'rider': 3.696989949730778e-07, 'car': 0.064427949488163, 'truck': 0.0002928879112005234, 'bus': 1.7417522030882537e-05, 'train': 3.892789948167774e-07, 'motorcycle': 3.3094729587901384e-05, 'bicycle': 1.988398935282021e-06, 'traffic light': 0.9325566291809082, 'traffic sign': 0.0024357810616493225}",0.064427949488163,0.8681286796927452,0.9309125607259348,78854.42930000045,False,accepted
38,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,3,car,2,"[960, 250, 992, 279]",True,False,traffic light,8,0.9519500732421875,"{'pedestrian': 0.0002614542900118977, 'rider': 3.9616131175534974e-07, 'car': 0.04509041830897331, 'truck': 0.00026151465135626495, 'bus': 1.4416606973099988e-05, 'train': 3.2371204383707664e-07, 'motorcycle': 3.240638761781156e-05, 'bicycle': 1.9871640688506886e-06, 'traffic light': 0.9519500732421875, 'traffic sign': 0.0023869851138442755}",0.04509041830897331,0.9068596549332142,0.9526336311363445,67535.99870000017,False,accepted
39,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,4,car,2,"[987, 249, 1047, 284]",True,False,traffic light,8,0.7577925324440002,"{'pedestrian': 0.00023415269970428199, 'rider': 3.6226680322215543e-07, 'car': 0.23977349698543549, 'truck': 0.0006947614019736648, 'bus': 2.9417695259326138e-05, 'train': 5.627950372399937e-07, 'motorcycle': 5.1112514483975247e-05, 'bicycle': 2.135307113348972e-06, 'traffic light': 0.7577925324440002, 'traffic sign': 0.0014214281691238284}",0.23977349698543549,0.5180190354585648,0.6835895225674391,69115.89869999989,False,accepted
40,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,5,car,2,"[1008, 258, 1069, 291]",True,False,car,2,0.600976288318634,"{'pedestrian': 0.0002581890148576349, 'rider': 6.116085273788485e-07, 'car': 0.600976288318634, 'truck': 0.0010619430104270577, 'bus': 2.656099786690902e-05, 'train': 5.010060135646199e-07, 'motorcycle': 0.00012213677109684795, 'bicycle': 2.535070962039754e-06, 'traffic light': 0.39710742235183716, 'traffic sign': 0.00044379287282936275}",0.600976288318634,0.0,0.0,65194.05379999989,False,accepted
41,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,6,car,2,"[1054, 263, 1102, 303]",True,False,car,2,0.6148862838745117,"{'pedestrian': 0.0003622958902269602, 'rider': 9.717446118884254e-07, 'car': 0.6148862838745117, 'truck': 0.0013213466154411435, 'bus': 3.4045311622321606e-05, 'train': 5.320944751474599e-07, 'motorcycle': 0.00017535733059048653, 'bicycle': 4.4365929170453455e-06, 'traffic light': 0.38285478949546814, 'traffic sign': 0.00036000413820147514}",0.6148862838745117,0.0,0.0,63464.93059999921,False,accepted
42,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,7,car,2,"[1099, 254, 1185, 311]",True,False,car,2,0.5755147337913513,"{'pedestrian': 0.00026665639597922564, 'rider': 5.32344756720704e-07, 'car': 0.5755147337913513, 'truck': 0.002115866169333458, 'bus': 5.489776958711445e-05, 'train': 8.366911288248957e-07, 'motorcycle': 0.00011523588909767568, 'bicycle': 3.638186626631068e-06, 'traffic light': 0.42148301005363464, 'traffic sign': 0.00044464546954259276}",0.5755147337913513,0.0,0.0,65815.34780000038,False,accepted
43,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,8,car,2,"[1160, 258, 1276, 335]",False,True,car,2,0.8553035855293274,"{'pedestrian': 0.0006440110155381262, 'rider': 2.608606564535876e-06, 'car': 0.8553035855293274, 'truck': 0.018435940146446228, 'bus': 0.000376952433725819, 'train': 2.9121320039848797e-06, 'motorcycle': 0.0003712484904099256, 'bicycle': 3.0358656658791006e-05, 'traffic light': 0.12478528171777725, 'traffic sign': 4.701834768638946e-05}",0.8553035855293274,0.0,0.0,90505.25449999986,False,accepted
44,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,9,car,2,"[108, 240, 262, 311]",False,False,car,2,0.7773137092590332,"{'pedestrian': 0.0005399228539317846, 'rider': 1.0762663293917285e-07, 'car': 0.7773137092590332, 'truck': 0.001096223946660757, 'bus': 8.23300943011418e-05, 'train': 9.496536108599685e-07, 'motorcycle': 1.3169234989618417e-05, 'bicycle': 2.392739816059475e-06, 'traffic light': 0.21954265236854553, 'traffic sign': 0.0014085570583119988}",0.7773137092590332,0.0,0.0,73745.95270000008,False,accepted
45,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,10,car,2,"[470, 233, 527, 272]",False,False,traffic light,8,0.9733447432518005,"{'pedestrian': 6.61422818666324e-05, 'rider': 3.091866673798904e-08, 'car': 0.0045782881788909435, 'truck': 0.00016143986431416124, 'bus': 1.677002182987053e-05, 'train': 5.749100182583788e-07, 'motorcycle': 3.1362856134364847e-06, 'bicycle': 8.607834161011851e-07, 'traffic light': 0.9733447432518005, 'traffic sign': 0.02182796597480774}",0.0045782881788909435,0.9687664550729096,0.9952963344070719,75049.92729999957,False,accepted
46,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,11,car,2,"[560, 239, 595, 262]",False,False,traffic light,8,0.9829580187797546,"{'pedestrian': 0.00014902031398378313, 'rider': 6.19297537696184e-08, 'car': 0.00506801949813962, 'truck': 8.235587301896885e-05, 'bus': 8.01861006038962e-06, 'train': 3.565212125522521e-07, 'motorcycle': 5.68006271350896e-06, 'bicycle': 7.865927500461112e-07, 'traffic light': 0.9829580187797546, 'traffic sign': 0.011727757751941681}",0.00506801949813962,0.977889999281615,0.9948441139892922,76290.19450000033,False,accepted
47,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,12,car,2,"[616, 238, 638, 255]",False,False,traffic light,8,0.9902558922767639,"{'pedestrian': 0.00014602548617403954, 'rider': 4.8290509369053325e-08, 'car': 0.0021336094941943884, 'truck': 4.715745308203623e-05, 'bus': 4.34162029705476e-06, 'train': 2.2866113624786522e-07, 'motorcycle': 4.787073521583807e-06, 'bicycle': 5.13096949816827e-07, 'traffic light': 0.9902558922767639, 'traffic sign': 0.007407420314848423}",0.0021336094941943884,0.9881222827825695,0.997845395810482,65855.12530000051,False,accepted
