sample_idx,image,image_id,obj_id,given_label,given_label_idx,box,occluded,truncated,predicted_label,predicted_label_idx,predicted_confidence,pred_probs,self_confidence,margin,normalized_margin,latency_ms,is_error,reason_code
19,cabc30fc-eb673c5a.jpg,cabc30fc-eb673c5a,3,car,2,"[663, 436, 686, 455]",True,False,traffic light,8,0.8165029883384705,"{'pedestrian': 1.024619814415928e-05, 'rider': 3.5729468272904796e-09, 'car': 0.0011082998244091868, 'truck': 0.00014850949810352176, 'bus': 0.00018861655553337187, 'train': 9.131857154898171e-07, 'motorcycle': 1.286518624965538e-07, 'bicycle': 3.514518880365358e-07, 'traffic light': 0.8165029883384705, 'traffic sign': 0.18203985691070557}",0.0011082998244091868,0.8153946885140613,0.9986426261260054,70795.98279999982,True,mismatch_low_self_confidence
20,cabc30fc-eb673c5a.jpg,cabc30fc-eb673c5a,4,truck,3,"[547, 384, 602, 479]",True,False,traffic light,8,0.7256947755813599,"{'pedestrian': 0.0001468946720706299, 'rider': 3.401743953190817e-08, 'car': 0.21551688015460968, 'truck': 0.007458977866917849, 'bus': 0.0030109300278127193, 'train': 5.755701749876607e-06, 'motorcycle': 1.1378181170584867e-06, 'bicycle': 3.431967115830048e-06, 'traffic light': 0.7256947755813599, 'traffic sign': 0.04816119745373726}",0.007458977866917849,0.718235797714442,0.9897216045672337,72089.97550000003,True,mismatch_low_self_confidence
22,cabc30fc-eb673c5a.jpg,cabc30fc-eb673c5a,6,car,2,"[602, 425, 649, 470]",False,False,traffic light,8,0.8788099884986877,"{'pedestrian': 2.483823300281074e-05, 'rider': 8.151974206782597e-09, 'car': 0.01009818259626627, 'truck': 0.0008125450694933534, 'bus': 0.0008811886655166745, 'train': 2.3764121124258963e-06, 'motorcycle': 3.2047958598013793e-07, 'bicycle': 1.0672724783944432e-06, 'traffic light': 0.8788099884986877, 'traffic sign': 0.10936940461397171}",0.01009818259626627,0.8687118059024215,0.9885092537312674,69849.18830000015,True,mismatch_high_margin
23,cabc30fc-eb673c5a.jpg,cabc30fc-eb673c5a,7,car,2,"[702, 428, 733, 453]",False,False,traffic light,8,0.7054731249809265,"{'pedestrian': 5.019601758249337e-06, 'rider': 1.8482931851693252e-09, 'car': 0.0005689956014975905, 'truck': 0.00010140924132429063, 'bus': 0.00016339850844815373, 'train': 7.589487154291419e-07, 'motorcycle': 6.141826958128149e-08, 'bicycle': 2.462456620833109e-07, 'traffic light': 0.7054731249809265, 'traffic sign': 0.29368695616722107}",0.0005689956014975905,0.7049041293794289,0.9991934553119752,73145.63159999989,True,mismatch_low_self_confidence
24,cabc30fc-eb673c5a.jpg,cabc30fc-eb673c5a,8,traffic sign,9,"[923, 362, 959, 397]",False,False,traffic light,8,0.5734013915061951,"{'pedestrian': 4.287830961402506e-06, 'rider': 8.260013228955643e-10, 'car': 0.00021096077398397028, 'truck': 2.74141420959495e-05, 'bus': 6.092868352425285e-05, 'train': 3.04666201600412e-07, 'motorcycle': 2.4087281502715996e-08, 'bicycle': 1.1040573610898718e-07, 'traffic light': 0.5734013915061951, 'traffic sign': 0.42629456520080566}",0.42629456520080566,0.1471068263053894,0.2565512195897768,73412.95119999995,True,mismatch_high_margin
25,cabc30fc-eb673c5a.jpg,cabc30fc-eb673c5a,9,traffic sign,9,"[948, 435, 969, 449]",False,False,traffic light,8,0.7112123370170593,"{'pedestrian': 9.078547009266913e-06, 'rider': 2.4498238992975985e-09, 'car': 0.0007560746744275093, 'truck': 5.893401976209134e-05, 'bus': 0.0002426411083433777, 'train': 6.04812044002756e-07, 'motorcycle': 7.869027029983044e-08, 'bicycle': 3.271452726494317e-07, 'traffic light': 0.7112123370170593, 'traffic sign': 0.2877199351787567}",0.2877199351787567,0.4234924018383026,0.5954514282112975,69506.01370000004,True,mismatch_high_margin
28,cabc30fc-fd79926f.jpg,cabc30fc-fd79926f,2,truck,3,"[199, 382, 328, 488]",True,False,car,2,0.7066256403923035,"{'pedestrian': 0.04077335074543953, 'rider': 0.00047685467870905995, 'car': 0.7066256403923035, 'truck': 0.25177931785583496, 'bus': 2.1827367163496092e-05, 'train': 1.2777421716236859e-06, 'motorcycle': 0.00021681239013560116, 'bicycle': 6.696997843391728e-06, 'traffic light': 9.802443673834205e-05, 'traffic sign': 1.4671049086700805e-07}",0.25177931785583496,0.4548463225364685,0.6436878263912806,63394.15099999997,True,mismatch_high_margin
32,cabc30fc-fd79926f.jpg,cabc30fc-fd79926f,7,rider,1,"[820, 434, 835, 456]",True,False,pedestrian,0,0.6512948274612427,"{'pedestrian': 0.6512948274612427, 'rider': 0.22523994743824005, 'car': 0.0333951897919178, 'truck': 0.004271161276847124, 'bus': 2.4837569071678445e-05, 'train': 1.843613745222683e-06, 'motorcycle': 0.018008345738053322, 'bicycle': 0.00047584279673174024, 'traffic light': 0.06728164851665497, 'traffic sign': 6.287112228164915e-06}",0.22523994743824005,0.4260548800230026,0.6541659200392719,62657.11039999996,True,mismatch_low_self_confidence
33,cabc30fc-fd79926f.jpg,cabc30fc-fd79926f,12,traffic sign,9,"[863, 415, 876, 439]",False,False,pedestrian,0,0.7443218231201172,"{'pedestrian': 0.7443218231201172, 'rider': 0.17408223450183868, 'car': 0.018190039321780205, 'truck': 0.004721582867205143, 'bus': 2.9491984605556354e-05, 'train': 2.0058982954651583e-06, 'motorcycle': 0.01195200253278017, 'bicycle': 0.0003902645839843899, 'traffic light': 0.04630544036626816, 'traffic sign': 5.140366738487501e-06}",5.140366738487501e-06,0.7443166827533787,0.9999930938922132,64227.43260000016,True,mismatch_low_self_confidence
34,cabc30fc-fd79926f.jpg,cabc30fc-fd79926f,13,traffic sign,9,"[861, 384, 876, 409]",False,False,pedestrian,0,0.6974469423294067,"{'pedestrian': 0.6974469423294067, 'rider': 0.2215031087398529, 'car': 0.016415493562817574, 'truck': 0.004235545638948679, 'bus': 2.5217392249032855e-05, 'train': 1.855123173299944e-06, 'motorcycle': 0.012798427604138851, 'bicycle': 0.0003763414279092103, 'traffic light': 0.047192588448524475, 'traffic sign': 4.634118340618443e-06}",4.634118340618443e-06,0.6974423082110661,0.9999933555973087,65870.22290000005,True,mismatch_low_self_confidence
35,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,0,car,2,"[259, 239, 345, 290]",True,False,traffic light,8,0.8220546245574951,"{'pedestrian': 0.000474933855002746, 'rider': 1.6915441847231705e-07, 'car': 0.15854518115520477, 'truck': 0.0008161930600181222, 'bus': 9.955838322639465e-05, 'train': 1.514178620709572e-06, 'motorcycle': 9.512450560578145e-06, 'bicycle': 3.848798769467976e-06, 'traffic light': 0.8220546245574951, 'traffic sign': 0.017994457855820656}",0.15854518115520477,0.6635094434022903,0.8071354671345006,64157.219700000045,True,mismatch_high_margin
36,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,1,car,2,"[905, 244, 933, 268]",True,False,traffic light,8,0.9837754368782043,"{'pedestrian': 0.000243457019678317, 'rider': 2.5613013576730737e-07, 'car': 0.012036685831844807, 'truck': 0.00013437564484775066, 'bus': 1.0878661669266876e-05, 'train': 3.207620409284573e-07, 'motorcycle': 1.54703975567827e-05, 'bicycle': 1.625373101887817e-06, 'traffic light': 0.9837754368782043, 'traffic sign': 0.0037815412506461143}",0.012036685831844807,0.9717387510463595,0.9877648034494126,64072.03119999985,True,mismatch_high_margin
37,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,2,car,2,"[926, 247, 966, 274]",True,False,traffic light,8,0.9316896796226501,"{'pedestrian': 0.00023590806813444942, 'rider': 3.762905009807582e-07, 'car': 0.06530692428350449, 'truck': 0.00029348762473091483, 'bus': 1.7627857232582755e-05, 'train': 3.924372151686839e-07, 'motorcycle': 3.3491502108518034e-05, 'bicycle': 2.0315201254561543e-06, 'traffic light': 0.9316896796226501, 'traffic sign': 0.002420019591227174}",0.06530692428350449,0.8663827553391457,0.929904853824339,63928.01000000008,True,mismatch_high_margin
38,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,3,car,2,"[960, 250, 992, 279]",True,False,traffic light,8,0.9512600898742676,"{'pedestrian': 0.0002639072190504521, 'rider': 4.036590155465092e-07, 'car': 0.04578990861773491, 'truck': 0.00026243997854180634, 'bus': 1.461600732000079e-05, 'train': 3.266736428031436e-07, 'motorcycle': 3.282604302512482e-05, 'bicycle': 2.034726094279904e-06, 'traffic light': 0.9512600898742676, 'traffic sign': 0.002373423660174012}",0.04578990861773491,0.9054701812565327,0.9518639443563882,64207.777000000075,True,mismatch_high_margin
39,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,4,car,2,"[987, 249, 1047, 284]",True,False,traffic light,8,0.7553526163101196,"{'pedestrian': 0.00023668255016673356, 'rider': 3.691542076467158e-07, 'car': 0.24222221970558167, 'truck': 0.000696960894856602, 'bus': 2.9795655791531317e-05, 'train': 5.661586897076631e-07, 'motorcycle': 5.182968016015366e-05, 'bicycle': 2.1846283289050916e-06, 'traffic light': 0.7553526163101196, 'traffic sign': 0.00140674551948905}",0.24222221970558167,0.513130396604538,0.6793256361660178,63643.890499999994,True,mismatch_high_margin
45,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,10,car,2,"[470, 233, 527, 272]",False,False,traffic light,8,0.973446249961853,"{'pedestrian': 6.678712088614702e-05, 'rider': 3.153604311023628e-08, 'car': 0.004632411990314722, 'truck': 0.0001613554049981758, 'bus': 1.7010854207910597e-05, 'train': 5.788730845779355e-07, 'motorcycle': 3.1782444693817524e-06, 'bicycle': 8.797582040642737e-07, 'traffic light': 0.973446249961853, 'traffic sign': 0.021671555936336517}",0.004632411990314722,0.9688138379715383,0.9952412246793326,66041.93209999995,True,mismatch_high_margin
46,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,11,car,2,"[560, 239, 595, 262]",False,False,traffic light,8,0.9829733371734619,"{'pedestrian': 0.00015073182294145226, 'rider': 6.340226832435292e-08, 'car': 0.005116965621709824, 'truck': 8.242080366471782e-05, 'bus': 8.123074621835258e-06, 'train': 3.5918048979510786e-07, 'motorcycle': 5.754654011980165e-06, 'bicycle': 8.035327709876583e-07, 'traffic light': 0.9829733371734619, 'traffic sign': 0.011661469005048275}",0.005116965621709824,0.9778563715517521,0.9947944003889021,66267.17709999956,True,mismatch_high_margin
47,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,12,car,2,"[616, 238, 638, 255]",False,False,traffic light,8,0.9902338981628418,"{'pedestrian': 0.00014741865743417293, 'rider': 4.94123426619808e-08, 'car': 0.002151075517758727, 'truck': 4.7313616960309446e-05, 'bus': 4.407479536894243e-06, 'train': 2.3102506929717492e-07, 'motorcycle': 4.83815892948769e-06, 'bicycle': 5.244011731520004e-07, 'traffic light': 0.9902338981628418, 'traffic sign': 0.007410251535475254}",0.002151075517758727,0.9880828226450831,0.9978277096736947,66137.32909999999,True,mismatch_low_self_confidence
48,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,13,car,2,"[636, 237, 665, 254]",True,False,traffic light,8,0.9890507459640503,"{'pedestrian': 7.660026312805712e-05, 'rider': 2.4415399479948974e-08, 'car': 0.0033247326500713825, 'truck': 6.00562671024818e-05, 'bus': 4.5732663238595705e-06, 'train': 2.2078741324094153e-07, 'motorcycle': 4.101537797396304e-06, 'bicycle': 3.4692428130256303e-07, 'traffic light': 0.9890507459640503, 'traffic sign': 0.007478651590645313}",0.0033247326500713825,0.9857260133139789,0.9966384610055263,66847.74990000005,True,mismatch_low_self_confidence
49,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,14,car,2,"[809, 242, 828, 255]",True,False,traffic light,8,0.9918636083602905,"{'pedestrian': 0.00034854578552767634, 'rider': 2.006009935939801e-07, 'car': 0.004477826412767172, 'truck': 5.30671386513859e-05, 'bus': 4.668823748943396e-06, 'train': 2.3163535445291927e-07, 'motorcycle': 1.0816319445439149e-05, 'bicycle': 9.339998428004037e-07, 'traffic light': 0.9918636083602905, 'traffic sign': 0.003240141784772277}",0.004477826412767172,0.9873857819475234,0.9954854413701398,64935.62480000037,True,mismatch_low_self_confidence
50,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,15,car,2,"[793, 240, 808, 250]",True,False,traffic light,8,0.9918078780174255,"{'pedestrian': 0.000322012638207525, 'rider': 1.592222105273322e-07, 'car': 0.004268378019332886, 'truck': 5.3356143325800076e-05, 'bus': 4.653758878703229e-06, 'train': 2.3696863138411572e-07, 'motorcycle': 9.587015483702999e-06, 'bicycle': 8.398286581723369e-07, 'traffic light': 0.9918078780174255, 'traffic sign': 0.003532944479957223}",0.004268378019332886,0.9875394999980927,0.9956963660866809,65749.23569999919,True,mismatch_low_self_confidence
51,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,16,car,2,"[710, 238, 751, 260]",False,False,traffic light,8,0.9938434362411499,"{'pedestrian': 6.468653009505942e-05, 'rider': 1.755969059047402e-08, 'car': 0.0029909564182162285, 'truck': 4.7405810619238764e-05, 'bus': 2.4684266008989653e-06, 'train': 1.3716521607420873e-07, 'motorcycle': 4.172851276962319e-06, 'bicycle': 2.3039959273774002e-07, 'traffic light': 0.9938434362411499, 'traffic sign': 0.0030464655719697475}",0.0029909564182162285,0.9908524798229337,0.9969905154985694,64840.97350000047,True,mismatch_low_self_confidence
52,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,17,car,2,"[821, 241, 876, 280]",False,False,traffic light,8,0.9070384502410889,"{'pedestrian': 0.00020337756723165512, 'rider': 1.7880428515582025e-07, 'car': 0.09054650366306305, 'truck': 0.00024215661687776446, 'bus': 1.3233317986305337e-05, 'train': 3.5163637335244857e-07, 'motorcycle': 2.510490594431758e-05, 'bicycle': 1.1383244782336988e-06, 'traffic light': 0.9070384502410889, 'traffic sign': 0.0019295155070722103}",0.09054650366306305,0.8164919465780258,0.9001734671347218,63930.6273000002,True,mismatch_high_margin
56,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,23,traffic sign,9,"[473, 98, 503, 126]",True,False,traffic light,8,0.9952848553657532,"{'pedestrian': 5.160682849236764e-05, 'rider': 7.282102476580121e-09, 'car': 6.215089524630457e-05, 'truck': 8.315069862874225e-06, 'bus': 7.01399130775826e-07, 'train': 1.0362818869680268e-07, 'motorcycle': 9.20478214538889e-07, 'bicycle': 1.4531475756029977e-07, 'traffic light': 0.9952848553657532, 'traffic sign': 0.004591184202581644}",0.004591184202581644,0.9906936711631715,0.9953870651423763,64090.29250000003,True,mismatch_high_margin
57,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,24,traffic sign,9,"[667, 0, 686, 48]",True,True,traffic light,8,0.9992927312850952,"{'pedestrian': 7.0798073181777e-08, 'rider': 2.815212472861983e-12, 'car': 1.2149836692287863e-08, 'truck': 7.922809430738198e-08, 'bus': 2.648851582520706e-09, 'train': 6.60790311357573e-10, 'motorcycle': 1.38849132191865e-09, 'bicycle': 2.282711242251878e-10, 'traffic light': 0.9992927312850952, 'traffic sign': 0.0007070779101923108}",0.0007070779101923108,0.9985856533749029,0.9992924216417716,60997.53909999981,True,mismatch_high_margin
58,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,26,traffic sign,9,"[878, 228, 889, 238]",False,False,traffic light,8,0.9953752160072327,"{'pedestrian': 0.00010823443881236017, 'rider': 4.473323755860292e-08, 'car': 0.0006421322468668222, 'truck': 2.796446642605588e-05, 'bus': 2.2135038761916803e-06, 'train': 1.3334796733488474e-07, 'motorcycle': 3.467107035248773e-06, 'bicycle': 3.671974013741419e-07, 'traffic light': 0.9953752160072327, 'traffic sign': 0.0038402185309678316}",0.0038402185309678316,0.9915349974762648,0.9961419387692089,62260.69270000062,True,mismatch_high_margin
63,cabc9045-1b8282ba.jpg,cabc9045-1b8282ba,31,car,2,"[768, 239, 788, 254]",True,False,traffic light,8,0.9939295053482056,"{'pedestrian': 0.00017281797772739083, 'rider': 6.688296139145677e-08, 'car': 0.002022742060944438, 'truck': 3.937698420486413e-05, 'bus': 3.075438371524797e-06, 'train': 1.6892003884549922e-07, 'motorcycle': 5.434513695945498e-06, 'bicycle': 4.644882665161276e-07, 'traffic light': 0.9939295053482056, 'traffic sign': 0.003826348576694727}",0.002022742060944438,0.9919067632872611,0.9979649038990589,63521.101199999976,True,mismatch_low_self_confidence
